case_id,activity,timestamp
6883661.165404317,/partner/,2022-06-01 16:09:00
6883661.165404317,/about/,2022-06-01 16:10:00
6883661.165404317,/contact/,2022-06-01 16:10:00
6883661.165404317,/privacy/,2022-06-01 16:10:00
6883661.165404317,/seminar/,2022-06-01 16:10:00
6883661.165404317,/usecase/,2022-06-01 16:10:00
6883661.165404317,/paper/,2022-06-01 16:12:00
6883661.165404317,/tool/,2022-06-01 16:12:00
6883661.165404317,/,2022-06-01 9:26:00
6883661.165404317,/overview/,2022-06-01 9:26:00
6883661.165404317,process_end,2022-06-01 9:26:00
11653136.1652306,/usecase/,2022-05-12 6:53:00
11653136.1652306,process_end,2022-05-12 6:53:00
13020893.16540464,/tool/,2022-06-01 10:20:00
13020893.16540464,/tool/,2022-06-01 12:46:00
13020893.16540464,process_end,2022-06-01 12:46:00
13220141.165456826,/,2022-06-07 11:17:00
13220141.165456826,/about/,2022-06-07 11:17:00
13220141.165456826,/,2022-06-07 11:18:00
13220141.165456826,/about/,2022-06-07 11:18:00
13220141.165456826,/contact/?id=contact-poc,2022-06-07 11:18:00
13220141.165456826,/seminar/,2022-06-07 11:18:00
13220141.165456826,/overview/,2022-06-07 11:19:00
13220141.165456826,process_end,2022-06-07 11:19:00
14261442.165217632,/usecase/,2022-05-10 18:51:00
14261442.165217632,/usecase/20220331-uipath/,2022-05-10 18:52:00
14261442.165217632,process_end,2022-05-10 18:52:00
14582590.165413326,/tool/,2022-06-02 10:27:00
14582590.165413326,/tool/,2022-06-02 10:30:00
14582590.165413326,process_end,2022-06-02 10:30:00
22979977.165404603,/tool/,2022-06-01 10:14:00
22979977.165404603,process_end,2022-06-01 10:14:00
24486326.165335476,/,2022-05-24 10:12:00
24486326.165335476,/partner/,2022-05-24 11:29:00
24486326.165335476,process_end,2022-05-24 11:29:00
25648898.16541332,/tool/,2022-06-02 10:26:00
25648898.16541332,process_end,2022-06-02 10:26:00
25683492.165050734,/,2022-05-09 15:05:00
25683492.165050734,/,2022-05-09 17:10:00
25683492.165050734,/,2022-05-10 17:49:00
25683492.165050734,/,2022-05-11 17:40:00
25683492.165050734,/,2022-05-11 9:47:00
25683492.165050734,/,2022-05-13 15:51:00
25683492.165050734,/,2022-05-16 17:48:00
25683492.165050734,/,2022-05-16 9:37:00
25683492.165050734,/,2022-05-18 13:57:00
25683492.165050734,/,2022-05-23 9:50:00
25683492.165050734,/,2022-05-24 13:15:00
25683492.165050734,/,2022-05-30 10:48:00
25683492.165050734,/,2022-06-02 14:50:00
25683492.165050734,/,2022-06-07 9:51:00
25683492.165050734,process_end,2022-06-07 9:51:00
25953104.1652254,/tool/,2022-05-11 16:26:00
25953104.1652254,/partner/,2022-05-11 16:34:00
25953104.1652254,/tool/,2022-05-11 16:35:00
25953104.1652254,/tool/,2022-05-11 17:12:00
25953104.1652254,process_end,2022-05-11 17:12:00
27693468.165422447,/tool/,2022-06-03 11:48:00
27693468.165422447,process_end,2022-06-03 11:48:00
27785822.165404968,/tool/,2022-06-01 11:15:00
27785822.165404968,process_end,2022-06-01 11:15:00
28038768.16541364,/tool/,2022-06-02 11:19:00
28038768.16541364,process_end,2022-06-02 11:19:00
28236993.165421937,/tool/,2022-06-03 10:22:00
28236993.165421937,process_end,2022-06-03 10:22:00
28355098.165422186,/tool/,2022-06-03 11:04:00
28355098.165422186,/tool/,2022-06-03 11:06:00
28355098.165422186,/tool/,2022-06-03 11:10:00
28355098.165422186,/tool/,2022-06-03 19:28:00
28355098.165422186,process_end,2022-06-03 19:28:00
30193127.16541343,/tool/,2022-06-02 10:45:00
30193127.16541343,process_end,2022-06-02 10:45:00
36544562.16539658,/tool/,2022-05-31 11:57:00
36544562.16539658,process_end,2022-05-31 11:57:00
38834829.1654222,/tool/,2022-06-03 11:07:00
38834829.1654222,process_end,2022-06-03 11:07:00
42901462.16540457,/tool/,2022-06-01 10:09:00
42901462.16540457,process_end,2022-06-01 10:09:00
42945606.1654232,/tool/,2022-06-03 13:53:00
42945606.1654232,process_end,2022-06-03 13:53:00
47943410.16542219,/tool/,2022-06-03 11:05:00
47943410.16542219,/tool/,2022-06-03 11:20:00
47943410.16542219,process_end,2022-06-03 11:20:00
48560612.16541332,/tool/,2022-06-02 10:26:00
48560612.16541332,process_end,2022-06-02 10:26:00
51442898.16542228,/tool/,2022-06-03 11:19:00
51442898.16542228,process_end,2022-06-03 11:19:00
52970644.165214404,/usecase/20220331-uipath/,2022-05-10 9:54:00
52970644.165214404,process_end,2022-05-10 9:54:00
55914687.165405445,/tool/,2022-06-01 12:35:00
55914687.165405445,process_end,2022-06-01 12:35:00
57875322.16545117,/overview/,2022-06-06 19:34:00
57875322.16545117,/about/,2022-06-06 19:37:00
57875322.16545117,/paper/,2022-06-06 19:38:00
57875322.16545117,/partner/,2022-06-06 19:38:00
57875322.16545117,/usecase/,2022-06-06 19:38:00
57875322.16545117,process_end,2022-06-06 19:38:00
60551100.165413305,/tool/,2022-06-02 10:24:00
60551100.165413305,/tool/,2022-06-03 16:41:00
60551100.165413305,/tool/,2022-06-03 17:46:00
60551100.165413305,process_end,2022-06-03 17:46:00
61204346.165422186,/tool/,2022-06-03 11:04:00
61204346.165422186,process_end,2022-06-03 11:04:00
61872198.165453695,/tool/,2022-06-07 2:36:00
61872198.165453695,process_end,2022-06-07 2:36:00
62531190.164437965,/tool/,2022-05-10 12:15:00
62531190.164437965,/tool/,2022-05-10 9:23:00
62531190.164437965,/tool/,2022-05-10 9:35:00
62531190.164437965,/,2022-05-20 12:57:00
62531190.164437965,/overview/,2022-05-20 12:59:00
62531190.164437965,/overview/,2022-05-20 13:00:00
62531190.164437965,/tool/,2022-05-20 13:00:00
62531190.164437965,process_end,2022-05-20 13:00:00
65805999.16521421,/seminar/,2022-05-10 9:20:00
65805999.16521421,/,2022-05-10 9:24:00
65805999.16521421,/usecase/20220331-uipath/,2022-05-10 9:24:00
65805999.16521421,/,2022-05-11 13:23:00
65805999.16521421,/overview/,2022-05-11 13:26:00
65805999.16521421,/,2022-05-11 13:27:00
65805999.16521421,/,2022-05-11 13:36:00
65805999.16521421,process_end,2022-05-11 13:36:00
66355190.165220074,/tool/,2022-05-11 1:38:00
66355190.165220074,/usecase/,2022-05-11 1:38:00
66355190.165220074,/tool/,2022-05-11 1:40:00
66355190.165220074,/tool/,2022-06-07 16:24:00
66355190.165220074,/about/,2022-06-07 16:25:00
66355190.165220074,/partner/,2022-06-07 16:25:00
66355190.165220074,/tool/,2022-06-07 16:29:00
66355190.165220074,/tool/,2022-06-07 16:30:00
66355190.165220074,/usecase/,2022-06-07 16:30:00
66355190.165220074,/usecase/20220120/,2022-06-07 16:30:00
66355190.165220074,process_end,2022-06-07 16:30:00
70396073.1654127,/tool/,2022-06-02 8:43:00
70396073.1654127,process_end,2022-06-02 8:43:00
71730976.16540457,/tool/,2022-06-01 10:09:00
71730976.16540457,process_end,2022-06-01 10:09:00
72064166.16522393,/,2022-05-11 12:19:00
72064166.16522393,/,2022-05-11 12:20:00
72064166.16522393,/usecase/20220420-mrvs/,2022-05-11 12:20:00
72064166.16522393,/partner/,2022-05-11 12:21:00
72064166.16522393,/contact/,2022-05-11 12:22:00
72064166.16522393,process_end,2022-05-11 12:22:00
76852993.16541345,/tool/,2022-06-02 10:48:00
76852993.16541345,process_end,2022-06-02 10:48:00
77000207.16541539,/overview/,2022-06-02 16:13:00
77000207.16541539,/partner/,2022-06-02 16:14:00
77000207.16541539,process_end,2022-06-02 16:14:00
79960429.16541333,/tool/,2022-06-02 10:26:00
79960429.16541333,process_end,2022-06-02 10:26:00
80266919.165271,/usecase/20220331-uipath/,2022-05-16 23:05:00
80266919.165271,process_end,2022-05-16 23:05:00
84314485.16533715,/,2022-05-24 14:53:00
84314485.16533715,/paper/,2022-05-24 14:53:00
84314485.16533715,/,2022-05-24 14:54:00
84314485.16533715,/,2022-05-24 14:55:00
84314485.16533715,/about/,2022-05-24 14:55:00
84314485.16533715,/partner/,2022-05-24 14:55:00
84314485.16533715,/,2022-05-24 14:56:00
84314485.16533715,process_end,2022-05-24 14:56:00
84325267.1654133,/tool/,2022-06-02 10:26:00
84325267.1654133,process_end,2022-06-02 10:26:00
85008908.16522418,/,2022-05-11 13:03:00
85008908.16522418,/,2022-05-12 9:09:00
85008908.16522418,/about/,2022-05-12 9:09:00
85008908.16522418,/contact/,2022-05-12 9:09:00
85008908.16522418,/tool/,2022-05-19 12:10:00
85008908.16522418,/about/,2022-05-19 12:17:00
85008908.16522418,/tool/,2022-05-19 12:17:00
85008908.16522418,process_end,2022-05-19 12:17:00
86713968.16541569,/tool/,2022-06-02 17:04:00
86713968.16541569,/tool/,2022-06-04 23:30:00
86713968.16541569,process_end,2022-06-04 23:30:00
92769267.16528691,/,2022-05-18 19:22:00
92769267.16528691,process_end,2022-05-18 19:22:00
94619584.16541336,/tool/,2022-06-02 10:35:00
94619584.16541336,process_end,2022-06-02 10:35:00
96265271.16542229,/tool/,2022-06-03 11:19:00
96265271.16542229,process_end,2022-06-03 11:19:00
99955594.16541329,/tool/,2022-06-02 10:24:00
99955594.16541329,/tool/,2022-06-02 10:34:00
99955594.16541329,/tool/,2022-06-04 15:27:00
99955594.16541329,/tool/,2022-06-04 15:28:00
99955594.16541329,process_end,2022-06-04 15:28:00
108526664.16534564,/overview/,2022-05-25 14:27:00
108526664.16534564,/about/,2022-05-25 14:28:00
108526664.16534564,/overview/,2022-05-25 14:28:00
108526664.16534564,process_end,2022-05-25 14:28:00
111214913.16542222,/tool/,2022-06-03 11:10:00
111214913.16542222,process_end,2022-06-03 11:10:00
111418413.1654222,/tool/,2022-06-03 11:05:00
111418413.1654222,process_end,2022-06-03 11:05:00
117695287.16538912,/overview/,2022-05-30 15:13:00
117695287.16538912,/tool/,2022-05-30 15:13:00
117695287.16538912,/paper/,2022-05-30 15:14:00
117695287.16538912,/partner/,2022-05-30 15:14:00
117695287.16538912,/tool/,2022-05-30 15:14:00
117695287.16538912,process_end,2022-05-30 15:14:00
118588547.16544253,/seminar/,2022-06-05 19:34:00
118588547.16544253,/seminar/,2022-06-05 19:41:00
118588547.16544253,/about/,2022-06-05 19:42:00
118588547.16544253,process_end,2022-06-05 19:42:00
118603954.16541332,/tool/,2022-06-02 10:26:00
118603954.16541332,process_end,2022-06-02 10:26:00
122710943.1654222,/tool/,2022-06-03 11:06:00
122710943.1654222,/tool/,2022-06-04 9:13:00
122710943.1654222,process_end,2022-06-04 9:13:00
123100388.16538848,/,2022-05-30 13:29:00
123100388.16538848,/overview/,2022-05-30 13:29:00
123100388.16538848,/about/,2022-05-30 13:30:00
123100388.16538848,/partner/,2022-05-30 13:30:00
123100388.16538848,/tool/,2022-05-30 13:30:00
123100388.16538848,process_end,2022-05-30 13:30:00
124773235.16526444,/tool/,2022-05-16 4:56:00
124773235.16526444,/tool/,2022-05-16 5:10:00
124773235.16526444,process_end,2022-05-16 5:10:00
126398546.16420604,/,2022-05-18 11:24:00
126398546.16420604,/usecase/20220420-mrvs/,2022-05-18 11:25:00
126398546.16420604,/,2022-05-18 11:26:00
126398546.16420604,process_end,2022-05-18 11:26:00
128094263.16532804,/about/,2022-05-23 13:34:00
128094263.16532804,process_end,2022-05-23 13:34:00
128259335.1654222,/tool/,2022-06-03 11:08:00
128259335.1654222,process_end,2022-06-03 11:08:00
131732771.16526727,/tool/,2022-05-16 12:46:00
131732771.16526727,process_end,2022-05-16 12:46:00
133864274.16540451,/tool/,2022-06-01 10:02:00
133864274.16540451,process_end,2022-06-01 10:02:00
135271521.1654223,/tool/,2022-06-03 11:22:00
135271521.1654223,process_end,2022-06-03 11:22:00
136418519.16542223,/tool/,2022-06-03 11:12:00
136418519.16542223,process_end,2022-06-03 11:12:00
136512361.1653974,/tool/,2022-05-31 14:17:00
136512361.1653974,process_end,2022-05-31 14:17:00
137544141.1652827,/usecase/20220331-uipath/,2022-05-18 7:37:00
137544141.1652827,/,2022-05-18 7:39:00
137544141.1652827,process_end,2022-05-18 7:39:00
140333827.1654222,/tool/,2022-06-03 11:06:00
140333827.1654222,process_end,2022-06-03 11:06:00
141498672.1652538,/,2022-05-14 23:22:00
141498672.1652538,/recruitment/,2022-05-14 23:23:00
141498672.1652538,process_end,2022-05-14 23:23:00
142101653.1654222,/tool/,2022-06-03 11:08:00
142101653.1654222,process_end,2022-06-03 11:08:00
147533212.16542217,/tool/,2022-06-03 11:04:00
147533212.16542217,/tool/,2022-06-03 11:09:00
147533212.16542217,/tool/,2022-06-03 18:36:00
147533212.16542217,process_end,2022-06-03 18:36:00
147542116.1653136,/tool/,2022-05-21 21:29:00
147542116.1653136,/general-member/,2022-05-21 21:30:00
147542116.1653136,/seminar/,2022-05-21 21:30:00
147542116.1653136,/general-member/,2022-05-21 21:31:00
147542116.1653136,process_end,2022-05-21 21:31:00
148070224.16540453,/tool/,2022-06-01 10:02:00
148070224.16540453,process_end,2022-06-01 10:02:00
148095118.1654222,/tool/,2022-06-03 11:08:00
148095118.1654222,/tool/,2022-06-03 20:10:00
148095118.1654222,/tool/,2022-06-06 11:33:00
148095118.1654222,process_end,2022-06-06 11:33:00
148590797.16527477,/tool/,2022-05-17 9:36:00
148590797.16527477,process_end,2022-05-17 9:36:00
149029168.165285,/,2022-05-18 13:58:00
149029168.165285,/usecase/20220331-uipath/,2022-05-18 13:58:00
149029168.165285,/,2022-05-18 23:55:00
149029168.165285,/,2022-05-19 11:21:00
149029168.165285,/,2022-05-22 18:45:00
149029168.165285,/,2022-05-22 20:45:00
149029168.165285,/,2022-05-24 1:32:00
149029168.165285,process_end,2022-05-24 1:32:00
153023459.16535637,/持続可能な社会を実現するためにプロセスマイニ/,2022-05-26 20:14:00
153023459.16535637,process_end,2022-05-26 20:14:00
154836271.16487783,/tool/,2022-05-13 12:00:00
154836271.16487783,process_end,2022-05-13 12:00:00
158000391.1652418,/持続可能な社会を実現するためにプロセスマイニ/,2022-05-13 14:01:00
158000391.1652418,process_end,2022-05-13 14:01:00
166142752.16542223,/tool/,2022-06-03 11:10:00
166142752.16542223,/tool/,2022-06-03 11:11:00
166142752.16542223,process_end,2022-06-03 11:11:00
168268543.16491532,/tool/,2022-05-30 15:29:00
168268543.16491532,process_end,2022-05-30 15:29:00
170151534.1648528,/,2022-05-24 14:00:00
170151534.1648528,process_end,2022-05-24 14:00:00
170316647.1642036,/usecase/20210819/,2022-05-29 18:37:00
170316647.1642036,/usecase/20210819/,2022-05-29 18:38:00
170316647.1642036,/usecase/20210920/,2022-05-29 18:38:00
170316647.1642036,process_end,2022-05-29 18:38:00
171228005.1654133,/tool/,2022-06-02 10:24:00
171228005.1654133,process_end,2022-06-02 10:24:00
175769751.16545004,/,2022-06-06 16:27:00
175769751.16545004,/tool/,2022-06-06 16:27:00
175769751.16545004,process_end,2022-06-06 16:27:00
177728191.16545954,/,2022-06-07 18:51:00
177728191.16545954,process_end,2022-06-07 18:51:00
184350796.16540453,/tool/,2022-06-01 10:05:00
184350796.16540453,process_end,2022-06-01 10:05:00
185795409.1654498,/tool/,2022-06-06 15:48:00
185795409.1654498,process_end,2022-06-06 15:48:00
187373054.16542223,/tool/,2022-06-03 11:10:00
187373054.16542223,process_end,2022-06-03 11:10:00
189006742.16524136,/,2022-05-13 12:50:00
189006742.16524136,/overview/,2022-05-13 12:51:00
189006742.16524136,/overview/,2022-05-13 18:15:00
189006742.16524136,process_end,2022-05-13 18:15:00
195919598.1654133,/tool/,2022-06-02 10:26:00
195919598.1654133,process_end,2022-06-02 10:26:00
205705082.16536325,/tool/,2022-05-27 15:19:00
205705082.16536325,/,2022-05-27 17:19:00
205705082.16536325,/,2022-05-27 17:26:00
205705082.16536325,/overview/,2022-05-27 17:28:00
205705082.16536325,/partner/,2022-05-27 17:28:00
205705082.16536325,/usecase/,2022-05-27 17:30:00
205705082.16536325,/,2022-05-27 17:40:00
205705082.16536325,/recruitment/,2022-05-27 17:40:00
205705082.16536325,/general-member/,2022-05-27 17:41:00
205705082.16536325,/,2022-05-27 17:47:00
205705082.16536325,/,2022-05-30 11:16:00
205705082.16536325,/seminar/,2022-05-30 11:39:00
205705082.16536325,process_end,2022-05-30 11:39:00
210849940.16542217,/tool/,2022-06-03 11:04:00
210849940.16542217,process_end,2022-06-03 11:04:00
211955752.16541335,/tool/,2022-06-02 10:34:00
211955752.16541335,/tool/,2022-06-02 10:36:00
211955752.16541335,process_end,2022-06-02 10:36:00
213268648.16540456,/tool/,2022-06-01 10:11:00
213268648.16540456,process_end,2022-06-01 10:11:00
213321402.16541392,/tool/,2022-06-02 12:05:00
213321402.16541392,/tool/,2022-06-02 12:06:00
213321402.16541392,/tool/,2022-06-02 12:08:00
213321402.16541392,/tool/,2022-06-02 12:09:00
213321402.16541392,/tool/,2022-06-02 12:10:00
213321402.16541392,process_end,2022-06-02 12:10:00
214532319.16490427,/usecase/20220329-protiviti/?fbclid=IwAR3QG91_KmBrw5tu0p7J_yLbqniwZnlJe2QxA6WzOrG3IESmRLqpZMFSJCQ,2022-05-30 11:42:00
214532319.16490427,process_end,2022-05-30 11:42:00
214989645.165449,/,2022-06-06 13:33:00
214989645.165449,/tool/,2022-06-06 13:33:00
214989645.165449,/general-member/,2022-06-06 13:39:00
214989645.165449,process_end,2022-06-06 13:39:00
216879894.16540807,/tool/,2022-06-01 19:59:00
216879894.16540807,process_end,2022-06-01 19:59:00
218274074.16511568,/tool/,2022-05-14 5:03:00
218274074.16511568,process_end,2022-05-14 5:03:00
223832318.1654222,/tool/,2022-06-03 11:09:00
223832318.1654222,process_end,2022-06-03 11:09:00
227519714.16492325,/tool/,2022-05-25 15:14:00
227519714.16492325,/tool/,2022-05-25 15:17:00
227519714.16492325,/tool/,2022-05-25 17:52:00
227519714.16492325,/tool/,2022-05-25 18:04:00
227519714.16492325,/tool/,2022-05-26 11:55:00
227519714.16492325,/tool/,2022-05-26 11:58:00
227519714.16492325,/tool/,2022-05-26 14:13:00
227519714.16492325,/tool/,2022-05-26 17:48:00
227519714.16492325,process_end,2022-05-26 17:48:00
228918895.16540477,/tool/,2022-06-01 10:39:00
228918895.16540477,process_end,2022-06-01 10:39:00
229688739.1652763,/tool/,2022-05-17 13:50:00
229688739.1652763,process_end,2022-05-17 13:50:00
230814168.16541332,/tool/,2022-06-02 10:29:00
230814168.16541332,/tool/,2022-06-03 9:41:00
230814168.16541332,process_end,2022-06-03 9:41:00
232007423.16435608,/,2022-05-11 16:26:00
232007423.16435608,/general-member/,2022-05-11 16:26:00
232007423.16435608,/contact/?id=contact-poc,2022-05-11 16:38:00
232007423.16435608,/general-member/,2022-05-11 16:38:00
232007423.16435608,/,2022-05-23 18:39:00
232007423.16435608,/,2022-05-23 18:47:00
232007423.16435608,/,2022-05-23 19:23:00
232007423.16435608,/,2022-05-23 19:42:00
232007423.16435608,/,2022-05-30 11:57:00
232007423.16435608,/contact/,2022-05-30 11:58:00
232007423.16435608,/recruitment/,2022-05-30 11:58:00
232007423.16435608,/contact/,2022-05-30 12:01:00
232007423.16435608,/recruitment/,2022-05-30 12:01:00
232007423.16435608,/recruitment/,2022-05-30 12:49:00
232007423.16435608,/recruitment/,2022-05-30 12:51:00
232007423.16435608,/recruitment/,2022-05-30 12:52:00
232007423.16435608,/tool/,2022-05-30 12:52:00
232007423.16435608,/,2022-06-03 18:15:00
232007423.16435608,/,2022-06-03 18:16:00
232007423.16435608,/overview/,2022-06-03 18:16:00
232007423.16435608,/overview/,2022-06-03 18:17:00
232007423.16435608,/,2022-06-06 10:57:00
232007423.16435608,/overview/,2022-06-06 10:57:00
232007423.16435608,/overview/,2022-06-06 10:58:00
232007423.16435608,process_end,2022-06-06 10:58:00
234927515.16542223,/tool/,2022-06-03 11:11:00
234927515.16542223,process_end,2022-06-03 11:11:00
235638723.16543144,/tool/,2022-06-04 12:45:00
235638723.16543144,process_end,2022-06-04 12:45:00
236752861.16520768,/,2022-05-09 15:20:00
236752861.16520768,/about/,2022-05-09 15:20:00
236752861.16520768,/overview/,2022-05-09 15:21:00
236752861.16520768,/partner/,2022-05-09 15:21:00
236752861.16520768,process_end,2022-05-09 15:21:00
237086853.1654133,/tool/,2022-06-02 10:26:00
237086853.1654133,process_end,2022-06-02 10:26:00
241031008.16526783,/partner/,2022-05-16 14:22:00
241031008.16526783,process_end,2022-05-16 14:22:00
243188496.16542223,/tool/,2022-06-03 11:11:00
243188496.16542223,/tool/,2022-06-03 12:36:00
243188496.16542223,/tool/,2022-06-03 12:37:00
243188496.16542223,process_end,2022-06-03 12:37:00
248221952.1652865,/usecase/20210920/,2022-05-18 18:19:00
248221952.1652865,/,2022-05-30 13:50:00
248221952.1652865,/,2022-05-30 18:51:00
248221952.1652865,/,2022-05-30 19:25:00
248221952.1652865,/,2022-06-07 19:41:00
248221952.1652865,/partner/,2022-06-07 19:41:00
248221952.1652865,/,2022-06-07 19:42:00
248221952.1652865,/usecase/20210920/,2022-06-07 19:42:00
248221952.1652865,/,2022-06-07 19:47:00
248221952.1652865,/usecase/,2022-06-07 19:47:00
248221952.1652865,/usecase/20220331-uipath/,2022-06-07 19:48:00
248221952.1652865,/usecase/,2022-06-07 20:03:00
248221952.1652865,process_end,2022-06-07 20:03:00
248419952.1654222,/tool/,2022-06-03 11:08:00
248419952.1654222,process_end,2022-06-03 11:08:00
248632904.16536295,/recruitment/,2022-05-27 14:35:00
248632904.16536295,process_end,2022-05-27 14:35:00
248783138.16542336,/tool/,2022-06-03 14:26:00
248783138.16542336,/tool/,2022-06-04 0:06:00
248783138.16542336,process_end,2022-06-04 0:06:00
249313864.16528672,/,2022-05-18 18:44:00
249313864.16528672,/about/,2022-05-18 18:45:00
249313864.16528672,process_end,2022-05-18 18:45:00
250684507.16528568,/paper/,2022-05-18 15:58:00
250684507.16528568,/partner/,2022-05-25 10:26:00
250684507.16528568,/tool/,2022-05-25 13:59:00
250684507.16528568,/,2022-05-25 14:20:00
250684507.16528568,/usecase/20220420-mrvs/,2022-05-25 14:21:00
250684507.16528568,/usecase/20220331-uipath/,2022-05-25 14:27:00
250684507.16528568,/,2022-05-25 14:29:00
250684507.16528568,process_end,2022-05-25 14:29:00
251278857.16542223,/tool/,2022-06-03 11:15:00
251278857.16542223,process_end,2022-06-03 11:15:00
253952642.16540453,/tool/,2022-06-01 10:04:00
253952642.16540453,process_end,2022-06-01 10:04:00
259780766.1654312,/tool/,2022-06-04 12:00:00
259780766.1654312,process_end,2022-06-04 12:00:00
261213009.165396,/tool/,2022-05-31 10:24:00
261213009.165396,process_end,2022-05-31 10:24:00
263209080.16542223,/tool/,2022-06-03 11:10:00
263209080.16542223,process_end,2022-06-03 11:10:00
264359092.16508985,/tool/,2022-05-11 6:46:00
264359092.16508985,/tool/,2022-05-11 8:24:00
264359092.16508985,/tool/,2022-05-15 4:05:00
264359092.16508985,/tool/,2022-05-20 22:50:00
264359092.16508985,/tool/,2022-05-23 20:42:00
264359092.16508985,process_end,2022-05-23 20:42:00
264922697.1654133,/tool/,2022-06-02 10:25:00
264922697.1654133,process_end,2022-06-02 10:25:00
265169514.1654222,/tool/,2022-06-03 11:09:00
265169514.1654222,process_end,2022-06-03 11:09:00
265192973.16530296,/about/,2022-05-20 15:58:00
265192973.16530296,process_end,2022-05-20 15:58:00
266257505.16530484,/,2022-05-20 21:09:00
266257505.16530484,process_end,2022-05-20 21:09:00
267845413.1652088,/,2022-05-09 18:13:00
267845413.1652088,/usecase/20220331-uipath/,2022-05-09 18:13:00
267845413.1652088,process_end,2022-05-09 18:13:00
272922563.1650608,/tool/,2022-05-09 10:39:00
272922563.1650608,/tool/,2022-05-09 10:47:00
272922563.1650608,/tool/,2022-05-09 17:08:00
272922563.1650608,/tool/,2022-05-10 16:25:00
272922563.1650608,/tool/,2022-05-10 17:15:00
272922563.1650608,/tool/,2022-05-11 13:43:00
272922563.1650608,/tool/,2022-05-12 14:36:00
272922563.1650608,/paper/,2022-05-12 14:39:00
272922563.1650608,/tool/,2022-05-12 14:45:00
272922563.1650608,/,2022-05-12 14:50:00
272922563.1650608,/blog/,2022-05-12 14:50:00
272922563.1650608,/tool/,2022-05-12 14:50:00
272922563.1650608,/usecase/,2022-05-12 14:50:00
272922563.1650608,/about/,2022-05-12 14:51:00
272922563.1650608,/,2022-05-12 14:53:00
272922563.1650608,/general-member/,2022-05-20 14:36:00
272922563.1650608,/tool/,2022-05-20 14:36:00
272922563.1650608,/general-member/,2022-05-20 14:37:00
272922563.1650608,/paper/,2022-05-20 14:37:00
272922563.1650608,/tool/,2022-05-27 8:57:00
272922563.1650608,process_end,2022-05-27 8:57:00
275565872.16541326,/tool/,2022-06-02 10:26:00
275565872.16541326,process_end,2022-06-02 10:26:00
276215210.16282487,/ahead-process-mining/usecase/20220420-mrvs/,2022-05-24 12:49:00
